id,slug,shortname,name,city,region,country,coordinates,source,contact,currentPrediction,isGroundhog,type,active,successor,description,image,predictionsCount
51,wildwood-willie,Willie,Wildwood Willie,Toledo,Ohio,USA,"41.6818106,-83.6675126",https://www.facebook.com/MetroparksToledo,metroparkstoledo.com/contact,https://www.facebook.com/MetroparksToledo/posts/pfbid02CCJrat3CR2GJERzoSKEu7J5EJGxnXFmUvkTqYr8b61rjLNmZkGCCqU2Sy8LdDroul,0,Taxidermied groundhog,1,,"Wildwood Willie is a taxidermied groundhog who hosts a “Groundhogs Day” event every year at Ohio’s Wildwood Preserve Metropark. In addition to impressing attendees with his weather-predicting powers and his cute outfits, Willie’s prediction is preceded by gleeful groundhog stories, songs, crafts, games, and a nature walk through a typical groundhog habitat. Celebrate the lore and legend of Groundhogs Day with Wildwood Willie!",https://groundhog-day.com/images/ghogs/wildwood-willie.jpeg,12
52,benny-the-bass,Benny,Benny the Bass,Buckeye Lake,Ohio,USA,"39.9335365,-82.501816",https://www.facebook.com/BuckeyeLakeWinterfest,buckeyelakeregioncc@gmail.com,https://www.facebook.com/BuckeyeLakeWinterfest/posts/pfbid02aoNgrCiHyK28L9j6HSrtLioKQUgYk49whJsyz7NuxYNbNiop6NtaDjPxPfVx8mrhl,0,Largemouth bass,1,,"Benny the Bass is a foreseeing fish whose annual weather prediction kicks off Winterfest in Buckeye Lake, Ohio. Unlike the traditional ‘shadow’ method preferred by landgoing prognosticators, Benny’s prediction is based on his breakfast. “I pour a bunch of minnows into this big tank with a live bass,” says Mike Fornataro, Chair of Winterfest, “Then people chant, Take the bait, spring can’t wait.’ The bass has three minutes to eat a minnow. If he does, it’s an early spring. If he doesn’t, it’s six more weeks of winter.”",https://groundhog-day.com/images/ghogs/benny-the-bass.jpeg,11
53,boise-bill,Bill,Boise Bill,Boise,Idaho,USA,"43.6078333,-116.2049143",https://www.facebook.com/zooboise,jagosta@cityofboise.org,https://www.facebook.com/zooboise/posts/pfbid02mzzjCbDZn9jBgZESpB9NxowgVcJcupCfNCHPjC1zEoNZdFKPEm5yhsRst9wevJ4zl,0,Plush prairie dog,0,,"Boise Bill is a plush prairie dog from Boise, Idaho. For many years, Bill was a staple in predicting the weather in Boise, however, he is still on a several-year sabbatical. Here is his statement: “Honestly, it’s a lot of stress having the whole world depend on you to predict the weather and I needed to take a break. I’ve really been enjoying my time out of the spotlight and have been focusing on Zoo Boise’s Conservation Fund. I have a beautiful corner office in my burrow and spend most of my day helping zoo staff come up with innovative ways to raise money to help protects animals all over the world.”",https://groundhog-day.com/images/ghogs/boise-bill.jpeg,10
54,chesapeake-chuck,Chuck,Chesapeake Chuck,Newport News,Virginia,USA,"37.0699814,-76.4818192",https://www.facebook.com/VirginiaLivingMuseum,,https://www.facebook.com/reel/724666349766308,1,Groundhog,0,,"Chesapeake Chuck is Virginia Living Museum’s furry prognosticator of prognosticators, hailing from Newport News, VA. Not just limited to weather predictions, Chuck is also able to foresee the winner of the Super Bowl. In order to stay in tip-top shape, Chuck dines on “restaurant quality” carrots and sweet potatoes.",https://groundhog-day.com/images/ghogs/chesapeake-chuck.jpeg,10
55,harleysville-hank,Hank,Harleysville Hank,Harleysville,Pennsylvania,USA,"40.290503,-75.3823447",https://www.facebook.com/harleysvillehank/,,https://www.facebook.com/reel/2155120818227701,0,Plush groundhog,1,,"Harleysville Hank is a plush groundhog who makes an annual prediction at the Mennonite Heritage Center in Harleysville, Pennsylvania. While it is hard to believe there could be anyone who doesn’t know about Harleysville Hank, his Facebook page says he enjoys tunnelling, and speaks Pennsylvania Dutch. Under awards, Hank has listed “Best Groundhog. Ever.” Hank’s Groundhog Day festivities include free coffee, hot chocolate, and kettle-cooked scrapple. In 2023, Hank became engaged to Harleysville Hannah.",https://groundhog-day.com/images/ghogs/harleysville-hank.jpeg,11
56,big-al,Al,Big Al,Beaumont,Texas,USA,"29.9295431,-94.2743348",https://www.facebook.com/gatorcountryrescue/,,https://www.khou.com/article/life/animals/beaumont-alligator-big-al-steak-groundhog-day/285-429b956e-328f-4107-aef6-dc44753da266,0,Alligator,1,,"Big Al is a 92-year old, 1,000 pound, 13.4-foot alligator prognosticator from Beaumont, Texas. On February 2, Al is offered a chicken breast to chow down on. According to his owner, Gary Saurage, ”If this alligator eats, that means we are done with winter. If he doesn’t, don’t bring your swimsuits out yet.” While groundhogs have a spotty record of predictions, “alligators tell the truth. They’ve been around for millions and millions of years. That’s why we truly believe alligators know when to eat.” Perhaps unfairly, considering Al’s record-setting heft, Saurage insists that there is no need to check with an ‘overgrown hedgehog.’",https://groundhog-day.com/images/ghogs/big-al.jpeg,9
57,smith-lake-jake,Jake,Smith Lake Jake,Smith Lake,Alabama,USA,"34.7159524,-86.5418817",https://www.facebook.com/smithlakejake.zgroundhog,,https://thebamabuzz.com/alabamas-trio-of-groundhog-day-prognosticators-speak-did-they-predict-an-early-spring/?fbclid=IwY2xjawIO-iFleHRuA2FlbQIxMQABHQ12wE02eWNTnje3p8wbnEK2P_oChRDzHyYS7YgIqH3rVOl791FXnimqCA_aem_ljxWv5nIvPYU2jf4k4H5Vg,1,Groundhog,1,,"Smith Lake Jake, weather prophet extraordinaire, is Alabama’s true weather forecasting groundhog. According to legend, if Smith Lake Jake sees his shadow, he’ll return to his den and winter will continue for another six weeks. If he doesn’t see his shadow, spring will arrive early. Jake is a house groundhog who likes cereal, spaghetti, Keebler Pecan Sandies, and — of course — Groundhog Day! Jake is famous for his impressive hat collection.",https://groundhog-day.com/images/ghogs/smith-lake-jake.jpeg,9
58,snowy-the-prairie-dog,Snowy,Snowy the Prairie Dog,Pend Oreille County,Washington,USA,"48.5224835,-117.8912722",http://www.climatehawk.org/groundhog.html,,http://www.climatehawk.org/groundhog.html,0,Prairie dog,0,,"Snowy the Prairie Dog made an annual weather prediction from Pend Oreille Country, Washington. Snowy and Flurries were a tag-team of prognosticating prairie dogs with their very own website and an impressive accuracy rating. Bob Lutz, traffic broadcaster for 920 News Now, maintained their list of historical predictions as well as an “Accuracy Score” for each year: a level of accountability that few other prognosticators can meet.",https://groundhog-day.com/images/ghogs/snowy-the-prairie-dog.jpeg,9
60,charles-winchester,Chuck,Charles “Chuck” Winchester,Woodburn,Indiana,USA,"41.1303246,-84.8633726",https://www.facebook.com/profile.php?id=100064403303425,beth@indianawild.org,https://www.facebook.com/MCFeeds/videos/881129721566222,1,Groundhog,1,,"Charles Winchester (a.k.a. Chuck) is a the resident animal ambassador for Indiana Wild, an animal conservatory in Woodburn, Indiana. Similar to a rock star, Chuck travels around the state doing highly anticipated prognostications, and is regularly covered by local media. Chuck typically prognosticates from inside of a magical tree stump which feeds his creative energies, and sometimes moonlights as a pumpkin.",https://groundhog-day.com/images/ghogs/charles-winchester.jpeg,9
61,chuck-wood,Chuck,Chuck Wood,Quincy,California,USA,"39.9362979,-120.9523743",https://www.facebook.com/GroundhogFeverFest/,,https://www.facebook.com/QuincyCAChamberofCommerce/posts/pfbid0HSFoBUQ3dqvH3XucCK28vFHVcDAziCSQDc8qE2YMggSqrAkgxUBpn1SQtt9fMBanl,0,Animatronic groundhog,1,,"Chuck Wood is an animatronic groundhog seer who makes a yearly Winter Prediction at the Groundhog Fever Festival in Quincy California. In addition to his predictive powers, Chuck is a pillar of the community, helping out in kitchens, construction sites, chemistry classes, and always filing his taxes on time. Chuck’s other passion, eating chili, inspired the chili cook-off: a fitting activity for a chilly February fest.",https://groundhog-day.com/images/ghogs/chuck-wood.jpeg,8
62,concord-casimir,Casimir,Concord Casimir,Concord,Ohio,USA,"41.6904499,-81.2526303",https://www.facebook.com/CasimirCleveland,John.niedzialek@gmail.com,https://clevelandmagazine.com/articles/concord-casimir-s-annual-winter-weather-prediction-the-cold-continues/?fbclid=IwY2xjawPtlfpleHRuA2FlbQIxMABicmlkETFMMXdRMDc0bDN1Vk1LV21jc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHqJtFcsRXheJ1A7tRSTTs68Vp1b94YnfpwiTv9W2cDne-gRt_YGaft3j6C52_aem_phKd_6yT7oggp-aRlPqe5g,0,Cat,1,,"Concord Casimir is an orange cat who makes an annual prediction at Ellison Creek Knob in Concord, Ohio. Casimir — aka, The Polish Prince of Felines — was found abandoned as a kitten on the footsteps of Cleveland’s St. Casimir Polish Church in 2012. Master of Ceremonies John Niedzialek interprets Casimir’s forecast based on the way he eats his yearly pierogis. If he eats them sloppily, Cleveland is in for a long, messy spring; if Casimir eats them normally, then it’s winter as usual; and if he swallows the pierogis in one gulp, the region can look forward to a warm coming summer. Since Casimir’s predictions are a little unconventional, we try our best to fit them into the “spring/winter” dichotomy we prefer on GROUNDHOG-DAY.com.",https://groundhog-day.com/images/ghogs/concord-casimir.jpeg,9
64,athene-the-burrowing-owl,Athene,Athene the Burrowing Owl,Cape Coral,Florida,USA,"26.574715,-81.9836809",https://www.facebook.com/profile.php?id=100064565954545,,https://www.facebook.com/permalink.php?story_fbid=pfbid0WHwXEMAoBsSwH59gxNuP3iqdsKUo5PeJWk8TJXyCziknxgp3JZXLQVhURTw5zaSAl&id=100064565954545,0,Person in an owl suit,1,,"Athene is the burrowing owl mascot and official prognosticator of Ground Owl Day every year for Cape Coral, Florida. Ground Owl Day is hosted by the Cape Coral Friends of Wildlife (CCFW) who help to protect local wildlife. Similar to most prognosticating groundhogs, if Athene sees her shadow, winter lingers; if not, spring is on its way. Athene is a bit of a social media phenom as she loves getting her photo taken with guests, whereas most burrowing owls prefer that guests stay 10 feet away.",https://groundhog-day.com/images/ghogs/athene-the-burrowing-owl.jpeg,7
65,cluxatawney-henrietta,Henrietta,Cluxatawney Henrietta,Katonah,New York,USA,"41.2634599,-73.7307821",https://www.facebook.com/muscootfarm/,,https://www.facebook.com/muscootfarm/videos/1176364447253729/,0,Ameraucana chicken,1,,"Cluxatawney Henrietta is an Ameraucana chicken who makes a Groundhog Day prediction from Muscoot Farm in Katonah, New York. Farm curator Jonathon Benjamin says, “We don’t have a groundhog on the farm, so we use the next best thing – Henrietta, our weather predicting chicken.” Unlike the conventional ‘shadow’ method used by most Groundhog Day forecasters, Henrietta’s prediction is based on the “scientifically sound and proven methodology” of whether she lays an egg on the morning of February 2nd.",https://groundhog-day.com/images/ghogs/cluxatawney-henrietta.jpeg,7
67,mount-gretna-grady,Grady,Mount Gretna Grady,Mount Gretna,Pennsylvania,USA,"40.2467673,-76.4677586",https://www.facebook.com/MtGretnaFireCompany/,,https://www.facebook.com/MtGretnaFireCompany/posts/pfbid0ZW2yXhEm8XdC3gW1ztzwR8WmkeBWXv55aEVn7R96yVLmnHuhoybKiBYfc7WG6h8Nl,0,Plush groundhog,1,,"Mount Gretna Grady is a plush groundhog who makes an annual Groundhog Day prediction in Mount Gretna, Pennsylvania. Grady — similar to Snoopy in his biplane doghouse — sports a scarf, aviator cap and goggles. When Grady emerges from his winter nap, his ceremony includes stretching and dancing before he looks for his shadow to predict the upcoming weather. Grady is passionate about fire safety, helping raise money for the Mount Gretna Volunteer Fire Company every year.",https://groundhog-day.com/images/ghogs/mount-gretna-grady.jpeg,7
68,stumptown-fil,Filbert,Stumptown Fil,Portland,Oregon,USA,"45.5100569,-122.7158264",https://www.facebook.com/oregonzoo,,https://www.facebook.com/trailblazers/videos/1552251002152967,0,Beaver,1,,"Stumptown Fil — aka, Filbert — is a North American beaver who is the principal prognosticator and unofficial branch manager for the Oregon Zoo in Portland. Filbert was born at the zoo in 2011 and has quickly gained popularity since. “Groundhogs like Punxsutawney Phil are fine for their part of the country,” said Christina Parr, a keeper in the zoo’s North America section. “Here in the Northwest, though, we are beaver believers.”",https://groundhog-day.com/images/ghogs/stumptown-fil.jpeg,6
69,yonah-the-groundhog,Yonah,Yonah the Groundhog,Cleveland,Georgia,USA,"34.6229744,-83.8676887",https://www.facebook.com/nogawild/,info@wildlifewonders.org,https://www.facebook.com/reel/1381413729835155/,1,Groundhog,1,,"Yonah the Groundhog, the “world’s most famous meteorologist,” makes an annual weather prediction from his home in North Georgia Wildlife Park in Cleveland, Georgia. During his months-long training for his once-a-year prediction, Yonah spends most of his time napping, dreaming of shadows and his favourite snacks: corn and bananas. Not one to (ground)hog the spotlight, Yonah is happy to share the stage with the zoo’s honey badger, Barnabus, who predicts the result of the year’s Superbowl.",https://groundhog-day.com/images/ghogs/yonah-the-groundhog.jpeg,7
70,hope-the-groundhog,Hope,Hope the Groundhog,Hope,Indiana,USA,"39.303483,-85.7731068",https://www.facebook.com/profile.php?id=100064771026348,,https://www.facebook.com/LocalNewsDigital/posts/pfbid0weLGGfSsyQXpSMQUnDtFCrg8wfEPnB2uiTzf5pu44NykjVXpMf1oCssb8VHiVQUTl,1,Groundhog,1,,"Hope the Groundhog is the official prognosticator for the town of Hope, Indiana. Every year on February 2nd, local notables gather around a bandstand in the Town Square as Hope makes her annual prediction of either an early thaw or six more weeks of “Brrr!”, set to a soundtrack of polka music. Hope, the superstar groundhog, also makes herself available to her adoring fans to snag selfies with after her prediction. Hope has been making predictions since 2021, when she took over for the now-retired Grubby the Groundhog.",https://groundhog-day.com/images/ghogs/hope-the-groundhog.jpeg,6
71,gordy-the-groundhog,Gordy,Gordy the Groundhog,Milwaukee,Wisconsin,USA,"43.0315284,-88.0424457",https://www.facebook.com/MilwaukeeCountyZoo,,https://www.jsonline.com/story/life/wisconsin-family/2023/02/02/milwaukee-county-zoo-gordy-the-groundhog-predicts-six-weeks-of-winter/69833757007/,1,Groundhog,0,,"Gordy the Groundhog is the resident prognosticator at the Milwaukee County Zoo in Wisconsin. He was born in Indiana but moved to Milwaukee for his new job, where he makes friends quickly on account of his goofy and friendly personality. Gordy is a connoisseur of broccoli and taking naps.",https://groundhog-day.com/images/ghogs/gordy-the-groundhog.jpeg,5
72,sylvia-the-apex-armadillo,Sylvia,Sylvia the Apex Armadillo,Apex,North Carolina,USA,"35.4574054,-78.6421806",https://www.facebook.com/AnimalEdventuresSanctuary,,https://www.facebook.com/mayorjacquesgilbert/videos/976730724386308,0,Armadillo,1,,"Sylvia the Apex armadillo is the resident Armadillo Day meteorologist for the City of Apex, North Carolina. For her prognostication, Mayor Jacques Gilbert dramatically raises Sylvia towards the sky while playing “The Circle of Life” as Sylvia peers into the future. Shortly after, Mayor Gilbert announces Sylvia’s whispered prediction to the crowd, as only he understands Armadillo-ese. When she isn’t making highly-anticipated weather forecasts, Sylvia spends her time at the Animal Ed.ventures Sanctuary, where she snacks on bugs and roughhouses with her tortoise roommate.",https://groundhog-day.com/images/ghogs/sylvia-the-apex-armadillo.jpeg,5
73,birmingham-jill,Jill,Birmingham Jill,Birmingham,Alabama,USA,"33.4870467,-86.7794046",https://www.facebook.com/BirminghamZoo,,https://www.facebook.com/reel/3307480349417165,0,Opossum,1,,"Birmingham Jill is the resident opossum prognosticator for the Birmingham Zoo in central Alabama. The zoo does have a live-in groundhog — Birmingham Bill — but Jill is nice enough to take over for him on February 2nd each year so he doesn’t have to wake up early from hibernation. When asked about Jill’s record, Bill Lang from the zoo says “She has yet to be wrong and has a better record than Punxsutawney Phil!” This is why the motto around Birmingham Zoo is: ‘Opossums are awesome!’",https://groundhog-day.com/images/ghogs/birmingham-jill.jpeg,5
74,mt-parker,Parker,MT Parker,Lancaster,Pennsylvania,USA,"40.0588008,-76.3072977",https://www.facebook.com/ManheimTownshipRecreationDepartment,,https://www.facebook.com/reel/1943227519885585,0,Plush groundhog,1,,"MT Parker is a plush groundhog prognosticator who makes a yearly Groundhog Day prediction from Stauffer Mansion in Lancaster, Pennsylvania. Parker is a small but determined orator, emerging from his cozy tree-trunk house into the February cold and proclaiming his predictions from the balcony to throngs of dedicated fans. Parker is also notably a foodie, making sure there is always enough s’mores, coffee, and hot chocolate to go around. Parker has been making predictions for Lancaster since 2021.",https://groundhog-day.com/images/ghogs/mt-parker.jpeg,6
76,lady-edwina-of-essex,Lady Edwina,Lady Edwina of Essex,West Orange,New Jersey,USA,"40.7674513,-74.2839038",https://www.facebook.com/TurtleBackZoo/,,https://www.facebook.com/joseph.n.divincenzo/posts/pfbid0JWi7N45EXTu5injez25UYaF51g1GcMRW13sdc3PsKowev8giXBT9phSNLjeajUwhl,1,Groundhog,1,,"Lady Edwina of Essex is a gentlewoman groundhogess who makes an annual Groundhog Day forecast from the Turtle Back Zoo in New Jersey. Lady Edwina is a relatively junior prognosticator but she continues a proud prognosticating dynasty — taking over from Essex Ed, who retired from forecasting in 2021. Lady Edwina consults “models and maps”, not just shadows, to make 2 yearly predictions: one for the upcoming weather, and another for the results of the Super Bowl.",https://groundhog-day.com/images/ghogs/lady-edwina-of-essex.jpeg,5
78,poppy-the-groundhog,Poppy,Poppy the Groundhog,Millersville,Pennsylvania,USA,"40.1213254,-76.6644525",https://www.facebook.com/AcornAcresWR,info@acornacreswr.com,https://lancasteronline.com/poppy-and-her-new-brother-elliott-make-their-groundhog-day-predictions-at-hempfield-apothetique-photos/collection_091e4d9a-a318-11ed-8006-f3d5ec43e9ac.html,1,Groundhog,0,elliott-the-groundhog,"Poppy the Groundhog was internationally known and Emmy nominated. Poppy is an educational ambassador with Acorn Acres Wildlife Rehabilitation in Millersville, PA. She starred in the 2020 Super Bowl commercial with Jeep and Bill Murray. Since her debut she has become quite the educator and does numerous educational appearance every month. Annually she holds her Groundhog Day Scavenger Hunt in downtown Lancaster, PA that runs for a solid week! She has her own line of merch available at Ville & Rue.",https://groundhog-day.com/images/ghogs/poppy-the-groundhog.jpeg,4
79,queen-city-charlie,Charlie,Queen City Charlie,Cumberland,Maryland,USA,"39.6528658,-78.7646866",https://www.facebook.com/cityofcumberlandmd,melinda.kelleher@cumberlandmd.gov,https://www.facebook.com/cityofcumberlandmd/posts/pfbid02VZSiotCoqc3e6FZRbhn2WitkXdj8ahuMtuDQtwzA1A12abEd8naXe1CwENo4g5Asl,0,Person in a groundhog suit,1,,"Queen City Charlie is a prognosticating person in a groundhog suit who makes an annual prediction for the city of Cumberland, Maryland. Charlie (pictured, right) is a political animal whose predictive press releases are made at City Hall Plaza by the mayor, who Charlie is frequently pictured next to. Charlie is a person-sized replacement for Mountain Maryland Murray, the city’s former furry prognosticator who retired in 2021.",https://groundhog-day.com/images/ghogs/queen-city-charlie.jpeg,5
80,unadilla-billie,Billie,Unadilla Billie,Unadilla,Nebraska,USA,"40.6834005,-96.2751068",https://www.facebook.com/profile.php?id=100064741024244,,https://www.facebook.com/awardnewsguy/posts/pfbid02KNHmgqpka7ozfqWzZjdHfGmmHnxAHX2MBrvVGHVMtM4RxKwSrtjXRrJ2jxYaN9f4l,0,Taxidermied groundhog,1,,"Unadilla Billie is a taxidermied lady groundhog who makes an annual Groundhog Day prediction for the town of Unadilla, Nebraska. Billie is a novice groundhog, the successor to longtime prognosticator Unadilla Bill, who predicted the arrival of spring  from 1988 to the pandemic year of 2021. Billie is relishing her new role, writing poetic predictions and taking selfies with fans. Billie is a master of camouflage, able to blend in with her surroundings and remain perfectly still in just about any urban setting.",https://groundhog-day.com/images/ghogs/unadilla-billie.jpeg,5
81,allen-mcbutterpants,Allen,Allen McButterpants,Hampton Bays,New York,USA,"40.8703818,-72.5459557",https://www.facebook.com/WildlifeRescueHospitalHamptons,,https://www.facebook.com/mjsemack/posts/pfbid03868hhHBAq1PAdPeaWN7eY9ZivzhhvGPp8mDdf58i8vPnkwU2ZjyYDdKuaGuAWWhUl,1,Groundhog,0,,"Allen McButterpants was the groundhog mascot and ambassador of the Evelyn Alexander Wildlife Rescue Center in Hampton Bays, New York. Allen had mobility issues which meant he couldn’t be released back into the wild, so he spent his time on training and exercise which kept him in tip-top shape for his annual prognostications. Allen was a bit of a health nut who followed a clean vegetarian diet of leafy greens, carrots, beets, and tomatoes, and kept in shape with digging-centric workouts. Allen was also particularly keen on yoga and meditation, which contributed to his calm and easy-going personality.",https://groundhog-day.com/images/ghogs/allen-mcbutterpants.jpeg,3
82,cedar-the-groundhog,Cedar,Cedar the Groundhog,West Dundee,Illinois,USA,"42.1157016,-88.3362437",https://www.facebook.com/RandallOaksZoo,,https://www.facebook.com/RandallOaksZoo/posts/pfbid023anGCeExDFXQ9Ff2pLwMaT3C5SzAmaTb6RXWkUimo7bVPpn3ok2AUqSZHpkMFjXNl,1,Groundhog,1,,"Cedar the Groundhog (aka, Squish) is a young whistlepig who gives official prognostications for the Randall Oaks Zoo in West Dundee, Illinois. Cedar was orphaned at a very young age and entered the care of the zoo. Typically Gen-Z, Cedar is very friendly and loves getting attention (his predictions are streamed on Facebook), which is why he invites lots of people to his parties. For any partygoers unsure how to shop for a groundhog, Cedar unsubtly posted on Facebook that he loves banana chips.",https://groundhog-day.com/images/ghogs/cedar-the-groundhog.jpeg,4
83,cornelia-the-groundhog,Cornelia,Cornelia the Groundhog,Worcester,Massachusetts,USA,"42.2642941,-71.7666023",https://www.facebook.com/EcoTarium,,https://www.facebook.com/mayorpetty/posts/pfbid02DNgsZrtusfq1Bvb9PxpGG4XYNmkZc8EMMuuSNCzBFHUNEA3RE3ARdHQpcTc77p44l,1,Groundhog,1,,"Cornelia is the officially-designated prognosticating groundhog for the EcoTarium in Worcester, Massachusetts. While other groundhogs dig burrows, Cornelia appreciates a scenic view and has built herself a penthouse-style box atop a rock formation. She is a cosy girl who likes to decorate her pad with blankets, paper, and cardboard — which is important because she enters torpor (less intense than hibernation) and can doze off for quite a while. In between interior decorating and prognosticating, Cornelia is a bit of foodie who loves to chow down on broccoli, walnuts, and bananas.",https://groundhog-day.com/images/ghogs/cornelia-the-groundhog.jpeg,3
84,pisgah-penny,Penny,Pisgah Penny,Brevard,North Carolina,USA,"35.243478,-82.7769959",https://www.facebook.com/whitesquirrelinstitute,whitesquirrelinstitute.org,https://www.facebook.com/whitesquirrelinstitute/posts/pfbid02hPREHeeEVQ3oqguYA5NnFU77FynXyJy4b26K8e66c8uZttQJTegzgn9UwVZ8uRBnl,0,White tree squirrel,0,pisgah-piper,"Pisgah Penny is a white Tree Squirrel who makes an annual prediction for “White Squirrel Day” in Brevard, North Carolina. White Squirrel Day is similar in many respects to Groundhog Day, the primary difference being the substitution of a groudhog for a squirrel. Penny’s predictions are based on what side of her display cage she moves to, one side signifying early spring and the other six more weeks winter. Brevard Mayor Maureen Copelof says “Pisgah Penny has established herself as a beloved and valued member of this community who openly asserts her love for Brevard,” while “Punxsutawney Phil has established himself as, let’s be honest, an ill tempered, unreliable predictor.”",https://groundhog-day.com/images/ghogs/pisgah-penny.jpeg,3
85,walnut-the-hedgehog,Walnut,Walnut the Hedgehog,Dayton,Ohio,USA,"39.7886347,-84.2019907",https://www.facebook.com/BoonshoftMuseum/,,https://www.facebook.com/LMKAdvocacy/posts/pfbid02wacpMKFH8thaCFctrt7BpzNeAGzj9MzjqpmR91Si91yqe5PPv2vfXBgaYbu81CcZl,0,Hedgehog,1,,"Walnut is a four-toed hedgehog who makes annual prognostications for the Boonshoft Discovery Museum in Dayton, Ohio. According to her official biographer, Walnut was part of a debate team which travelled to Pennsylvania where she met Phil, a famous prognosticating groundhog. Walnut and Phil immediately clicked and shared laughter, pears, and long conversations about prognosticating. That’s how she first came to learn the arcane rituals of weather prediction, which she now performs every year for ‘National Hedgehog Day’ (a Roman tradition that precedes the modern Groundhog Day).",https://groundhog-day.com/images/ghogs/walnut-the-hedgehog.jpeg,4
86,elliott-the-groundhog,Elliott,Elliott the Groundhog,Millersville,Pennsylvania,USA,"40.1213254,-76.6644525",https://www.facebook.com/AcornAcresWR,info@acornacreswr.com,https://www.facebook.com/AcornAcresWR/videos/1352517432441092,1,Groundhog,1,,"Elliott the Groundhog is an educational ambassador with Acorn Acres Wildlife Rehabilitation in Millersville, Pennsylvania. After shadowing his big sister Poppy, Elliott took over her prognosticating duties for the first time in 2024. Departing from the more traditional ‘shadow’ technique, Elliot uses the “treat method” to make his prediction. He gets two identical treat dishes: one says “spring” and the other “winter.” Whichever bowl Elliot eats from is his prediction. Elliott is a bit of a sartorialist and has been known to wear a miniature tuxedo for special occasions.",https://groundhog-day.com/images/ghogs/elliott-the-groundhog.jpeg,2
87,pisgah-piper,Piper,Pisgah Piper,Brevard,North Carolina,USA,"35.243478,-82.7769959",https://www.facebook.com/whitesquirrelinstitute,whitesquirrelinstitute.org,https://www.facebook.com/whitesquirrelinstitute/posts/pfbid0DkJG3sCYywsk7BHzrdRv5kqm7iErtGgBwNrmxmzdv73X8iL1x2FL3bYC2Amcfusol,0,White tree squirrel,1,,"Pisgah Piper is the official ambassador and White Squirrel Day prognosticator for Brevard, North Carolina. Piper succeeds Pisgah Penny, who retired from making predictions in 2024. Piper is sight-impaired due to an accidental tumble out of a tree, but she works as twice as hard as most groundhogs: predicting the winner of the Super Bowl as well as the oncoming spring! “Who needs a grumpy groundhog when you can have a beautiful white squirrel that not only predict spring’s arrival but the winner of the Super Bowl?” asks White Squirrel Day Master of Ceremonies Don Debiase.",https://groundhog-day.com/images/ghogs/pisgah-piper.jpeg,2
88,snack-town-steve,Steve,Snack Town Steve,Hanover,Pennsylvania,USA,"39.7910902,-76.985847",https://www.facebook.com/QFSocial,jody@quinnflags.com,https://www.facebook.com/QFSocial/posts/pfbid0tKMkrYq7YXEVDbZTB2La7Mk5wZf6BZjfaJr6NURi8A1BmyNrRuBDqr8g7ppyMFsRl,0,Gray squirrel,1,,"Snack Town Steve is a gray squirrel prognosticator who resides near the Quinn Flags Art Department in Hanover, Pennsylvania. Steve is a very friendly squirrel and frequent lunchtime guest, feasting on donated almonds at his very own squirrel-sized picnic table. Staff noticed that Steve does not appear on days that forecast heavy rain or snow, which clued them in to Steve’s gift for weather forecasting. Steve is proud to be the first prognosticator from Hanover, PA: the Snack Food Capital of the World!",https://groundhog-day.com/images/ghogs/snack-town-steve.jpeg,2
